,Date,Location,WindSpeed9am
122513,2013-11-16,Perth,13.0
122514,2013-11-17,Perth,11.0
122515,2013-11-18,Perth,15.0
122516,2013-11-19,Perth,22.0
122517,2013-11-20,Perth,17.0
122518,2013-11-21,Perth,20.0
122519,2013-11-22,Perth,20.0
122520,2013-11-23,Perth,7.0
122521,2013-11-24,Perth,13.0
122522,2013-11-25,Perth,9.0
122523,2013-11-26,Perth,11.0
122524,2013-11-27,Perth,11.0
122525,2013-11-28,Perth,20.0
122526,2013-11-29,Perth,17.0
122527,2013-11-30,Perth,20.0
122528,2013-12-01,Perth,13.0
122529,2013-12-02,Perth,15.0
122530,2013-12-03,Perth,19.0
122531,2013-12-04,Perth,15.0
122532,2013-12-05,Perth,17.0
122533,2013-12-06,Perth,20.0
122534,2013-12-07,Perth,4.0
122535,2013-12-08,Perth,13.0
122536,2013-12-09,Perth,11.0
122537,2013-12-10,Perth,17.0
122538,2013-12-11,Perth,13.0
122539,2013-12-12,Perth,13.0
122540,2013-12-13,Perth,11.0
122541,2013-12-14,Perth,11.0
122542,2013-12-15,Perth,4.0
122543,2013-12-16,Perth,6.0
122544,2013-12-17,Perth,9.0
122545,2013-12-18,Perth,15.0
122546,2013-12-19,Perth,11.0
122547,2013-12-20,Perth,17.0
122548,2013-12-21,Perth,13.0
122549,2013-12-22,Perth,13.0
122550,2013-12-23,Perth,6.0
122551,2013-12-24,Perth,6.0
122552,2013-12-25,Perth,13.0
122553,2013-12-26,Perth,11.0
122554,2013-12-27,Perth,15.0
122555,2013-12-28,Perth,13.0
122556,2013-12-29,Perth,11.0
122557,2013-12-30,Perth,7.0
122558,2013-12-31,Perth,15.0
122559,2014-01-01,Perth,11.0
122560,2014-01-02,Perth,11.0
122561,2014-01-03,Perth,11.0
122562,2014-01-04,Perth,13.0
122563,2014-01-05,Perth,17.0
122564,2014-01-06,Perth,15.0
122565,2014-01-07,Perth,13.0
122566,2014-01-08,Perth,15.0
122567,2014-01-09,Perth,7.0
122568,2014-01-10,Perth,9.0
122569,2014-01-11,Perth,13.0
122570,2014-01-12,Perth,17.0
122571,2014-01-13,Perth,15.0
122572,2014-01-14,Perth,9.0
122573,2014-01-15,Perth,4.0
122574,2014-01-16,Perth,11.0
122575,2014-01-17,Perth,13.0
122576,2014-01-18,Perth,13.0
122577,2014-01-19,Perth,11.0
122578,2014-01-20,Perth,13.0
122579,2014-01-21,Perth,17.0
122580,2014-01-22,Perth,19.0
122581,2014-01-23,Perth,11.0
122582,2014-01-24,Perth,17.0
122583,2014-01-25,Perth,17.0
122584,2014-01-26,Perth,13.0
122585,2014-01-27,Perth,13.0
122586,2014-01-28,Perth,13.0
122587,2014-01-29,Perth,15.0
122588,2014-01-30,Perth,6.0
122589,2014-01-31,Perth,9.0
122590,2014-02-01,Perth,13.0
122591,2014-02-02,Perth,17.0
122592,2014-02-03,Perth,19.0
122593,2014-02-04,Perth,19.0
122594,2014-02-05,Perth,6.0
122595,2014-02-06,Perth,9.0
122596,2014-02-07,Perth,13.0
122597,2014-02-08,Perth,15.0
122598,2014-02-09,Perth,17.0
122599,2014-02-10,Perth,13.0
122600,2014-02-11,Perth,15.0
122601,2014-02-12,Perth,15.0
122602,2014-02-13,Perth,13.0
122603,2014-02-14,Perth,7.0
122604,2014-02-15,Perth,0.0
122605,2014-02-16,Perth,11.0
122606,2014-02-17,Perth,13.0
122607,2014-02-18,Perth,11.0
122608,2014-02-19,Perth,17.0
122609,2014-02-20,Perth,13.0
122610,2014-02-21,Perth,19.0
122611,2014-02-22,Perth,13.0
122612,2014-02-23,Perth,9.0
122613,2014-02-24,Perth,7.0
122614,2014-02-25,Perth,11.0
122615,2014-02-26,Perth,15.0
122616,2014-02-27,Perth,17.0
122617,2014-02-28,Perth,13.0
122618,2014-03-01,Perth,19.0
122619,2014-03-02,Perth,7.0
122620,2014-03-03,Perth,7.0
122621,2014-03-04,Perth,17.0
122622,2014-03-05,Perth,15.0
122623,2014-03-06,Perth,15.0
122624,2014-03-07,Perth,13.0
122625,2014-03-08,Perth,15.0
122626,2014-03-09,Perth,15.0
122627,2014-03-10,Perth,11.0
122628,2014-03-11,Perth,13.0
122629,2014-03-12,Perth,17.0
122630,2014-03-13,Perth,0.0
122631,2014-03-14,Perth,20.0
122632,2014-03-15,Perth,7.0
122633,2014-03-16,Perth,7.0
122634,2014-03-17,Perth,7.0
122635,2014-03-18,Perth,6.0
122636,2014-03-19,Perth,0.0
122637,2014-03-20,Perth,17.0
122638,2014-03-21,Perth,15.0
122639,2014-03-22,Perth,11.0
122640,2014-03-23,Perth,17.0
122641,2014-03-24,Perth,17.0
122642,2014-03-25,Perth,9.0
122643,2014-03-26,Perth,2.0
122644,2014-03-27,Perth,11.0
122645,2014-03-28,Perth,7.0
122646,2014-03-29,Perth,9.0
122647,2014-03-30,Perth,11.0
122648,2014-03-31,Perth,11.0
122649,2014-04-01,Perth,15.0
122650,2014-04-02,Perth,11.0
122651,2014-04-03,Perth,17.0
122652,2014-04-04,Perth,7.0
122653,2014-04-05,Perth,7.0
122654,2014-04-06,Perth,7.0
122655,2014-04-07,Perth,7.0
122656,2014-04-08,Perth,13.0
122657,2014-04-09,Perth,15.0
122658,2014-04-10,Perth,15.0
122659,2014-04-11,Perth,9.0
122660,2014-04-12,Perth,13.0
122661,2014-04-13,Perth,7.0
122662,2014-04-14,Perth,6.0
122663,2014-04-15,Perth,4.0
122664,2014-04-16,Perth,6.0
122665,2014-04-17,Perth,7.0
122666,2014-04-18,Perth,11.0
122667,2014-04-19,Perth,11.0
122668,2014-04-20,Perth,4.0
122669,2014-04-21,Perth,11.0
122670,2014-04-22,Perth,7.0
122671,2014-04-23,Perth,11.0
122672,2014-04-24,Perth,9.0
122673,2014-04-25,Perth,7.0
122674,2014-04-26,Perth,7.0
122675,2014-04-27,Perth,7.0
122676,2014-04-28,Perth,13.0
122677,2014-04-29,Perth,4.0
122678,2014-04-30,Perth,7.0
122679,2014-05-01,Perth,7.0
122680,2014-05-02,Perth,9.0
122681,2014-05-03,Perth,11.0
122682,2014-05-04,Perth,7.0
122683,2014-05-05,Perth,11.0
122684,2014-05-06,Perth,9.0
122685,2014-05-07,Perth,11.0
122686,2014-05-08,Perth,20.0
122687,2014-05-09,Perth,11.0
122688,2014-05-10,Perth,6.0
122689,2014-05-11,Perth,9.0
122690,2014-05-12,Perth,6.0
122691,2014-05-13,Perth,2.0
122692,2014-05-14,Perth,4.0
122693,2014-05-15,Perth,6.0
122694,2014-05-16,Perth,7.0
122695,2014-05-17,Perth,7.0
122696,2014-05-18,Perth,7.0
122697,2014-05-19,Perth,11.0
122698,2014-05-20,Perth,9.0
122699,2014-05-21,Perth,9.0
122700,2014-05-22,Perth,9.0
122701,2014-05-23,Perth,6.0
122702,2014-05-24,Perth,15.0
122703,2014-05-25,Perth,7.0
122704,2014-05-26,Perth,0.0
122705,2014-05-27,Perth,7.0
122706,2014-05-28,Perth,6.0
122707,2014-05-29,Perth,0.0
122708,2014-05-30,Perth,6.0
122709,2014-05-31,Perth,13.0
122710,2014-06-01,Perth,7.0
122711,2014-06-02,Perth,4.0
122712,2014-06-03,Perth,4.0
122713,2014-06-04,Perth,7.0
122714,2014-06-05,Perth,9.0
122715,2014-06-06,Perth,4.0
122716,2014-06-07,Perth,19.0
122717,2014-06-08,Perth,11.0
122718,2014-06-09,Perth,9.0
122719,2014-06-10,Perth,13.0
122720,2014-06-11,Perth,2.0
122721,2014-06-12,Perth,9.0
122722,2014-06-13,Perth,0.0
122723,2014-06-14,Perth,7.0
122724,2014-06-15,Perth,7.0
122725,2014-06-16,Perth,9.0
122726,2014-06-17,Perth,20.0
122727,2014-06-18,Perth,11.0
122728,2014-06-19,Perth,6.0
122729,2014-06-20,Perth,7.0
122730,2014-06-21,Perth,11.0
122731,2014-06-22,Perth,2.0
122732,2014-06-23,Perth,0.0
122733,2014-06-24,Perth,7.0
122734,2014-06-25,Perth,4.0
122735,2014-06-26,Perth,15.0
122736,2014-06-27,Perth,0.0
122737,2014-06-28,Perth,4.0
122738,2014-06-29,Perth,6.0
122739,2014-06-30,Perth,9.0
122740,2014-07-01,Perth,4.0
122741,2014-07-02,Perth,9.0
122742,2014-07-03,Perth,0.0
122743,2014-07-04,Perth,9.0
122744,2014-07-05,Perth,7.0
122745,2014-07-06,Perth,11.0
122746,2014-07-07,Perth,15.0
122747,2014-07-08,Perth,17.0
122748,2014-07-09,Perth,2.0
122749,2014-07-10,Perth,0.0
122750,2014-07-11,Perth,6.0
122751,2014-07-12,Perth,13.0
122752,2014-07-13,Perth,11.0
122753,2014-07-14,Perth,20.0
122754,2014-07-15,Perth,7.0
122755,2014-07-16,Perth,4.0
122756,2014-07-17,Perth,2.0
122757,2014-07-18,Perth,6.0
122758,2014-07-19,Perth,15.0
122759,2014-07-20,Perth,4.0
122760,2014-07-21,Perth,9.0
122761,2014-07-22,Perth,0.0
122762,2014-07-23,Perth,7.0
122763,2014-07-24,Perth,7.0
122764,2014-07-25,Perth,11.0
122765,2014-07-26,Perth,15.0
122766,2014-07-27,Perth,9.0
122767,2014-07-28,Perth,6.0
122768,2014-07-29,Perth,0.0
122769,2014-07-30,Perth,9.0
122770,2014-07-31,Perth,9.0
122771,2014-08-01,Perth,13.0
122772,2014-08-02,Perth,6.0
122773,2014-08-03,Perth,6.0
122774,2014-08-04,Perth,11.0
122775,2014-08-05,Perth,13.0
122776,2014-08-06,Perth,11.0
122777,2014-08-07,Perth,7.0
122778,2014-08-08,Perth,6.0
122779,2014-08-09,Perth,7.0
122780,2014-08-10,Perth,13.0
122781,2014-08-11,Perth,13.0
122782,2014-08-12,Perth,19.0
122783,2014-08-13,Perth,19.0
122784,2014-08-14,Perth,13.0
122785,2014-08-15,Perth,7.0
122786,2014-08-16,Perth,7.0
122787,2014-08-17,Perth,9.0
122788,2014-08-18,Perth,15.0
122789,2014-08-19,Perth,0.0
122790,2014-08-20,Perth,7.0
122791,2014-08-21,Perth,13.0
122792,2014-08-22,Perth,9.0
122793,2014-08-23,Perth,6.0
122794,2014-08-24,Perth,7.0
122795,2014-08-25,Perth,15.0
122796,2014-08-26,Perth,20.0
122797,2014-08-27,Perth,6.0
122798,2014-08-28,Perth,9.0
122799,2014-08-29,Perth,17.0
122800,2014-08-30,Perth,11.0
122801,2014-08-31,Perth,0.0
122802,2014-09-01,Perth,11.0
122803,2014-09-02,Perth,6.0
122804,2014-09-03,Perth,11.0
122805,2014-09-04,Perth,13.0
122806,2014-09-05,Perth,13.0
122807,2014-09-06,Perth,17.0
122808,2014-09-07,Perth,9.0
122809,2014-09-08,Perth,19.0
122810,2014-09-09,Perth,2.0
122811,2014-09-10,Perth,9.0
122812,2014-09-11,Perth,7.0
122813,2014-09-12,Perth,9.0
122814,2014-09-13,Perth,9.0
122815,2014-09-14,Perth,7.0
122816,2014-09-15,Perth,9.0
122817,2014-09-16,Perth,17.0
122818,2014-09-17,Perth,6.0
122819,2014-09-18,Perth,11.0
122820,2014-09-19,Perth,7.0
122821,2014-09-20,Perth,20.0
122822,2014-09-21,Perth,22.0
122823,2014-09-22,Perth,15.0
122824,2014-09-23,Perth,4.0
122825,2014-09-24,Perth,7.0
122826,2014-09-25,Perth,2.0
122827,2014-09-26,Perth,13.0
122828,2014-09-27,Perth,26.0
122829,2014-09-28,Perth,9.0
122830,2014-09-29,Perth,9.0
122831,2014-09-30,Perth,11.0
122832,2014-10-01,Perth,13.0
122833,2014-10-02,Perth,13.0
122834,2014-10-03,Perth,7.0
122835,2014-10-04,Perth,9.0
122836,2014-10-05,Perth,11.0
122837,2014-10-06,Perth,15.0
122838,2014-10-07,Perth,6.0
122839,2014-10-08,Perth,4.0
122840,2014-10-09,Perth,17.0
122841,2014-10-10,Perth,6.0
122842,2014-10-11,Perth,11.0
122843,2014-10-12,Perth,13.0
122844,2014-10-13,Perth,13.0
122845,2014-10-14,Perth,13.0
122846,2014-10-15,Perth,7.0
122847,2014-10-16,Perth,7.0
122848,2014-10-17,Perth,6.0
122849,2014-10-18,Perth,13.0
122850,2014-10-19,Perth,9.0
122851,2014-10-20,Perth,11.0
122852,2014-10-21,Perth,9.0
122853,2014-10-22,Perth,20.0
122854,2014-10-23,Perth,11.0
122855,2014-10-24,Perth,7.0
122856,2014-10-25,Perth,17.0
122857,2014-10-26,Perth,13.0
122858,2014-10-27,Perth,6.0
122859,2014-10-28,Perth,9.0
122860,2014-10-29,Perth,7.0
122861,2014-10-30,Perth,15.0
122862,2014-10-31,Perth,15.0
122863,2014-11-01,Perth,13.0
122864,2014-11-02,Perth,9.0
122865,2014-11-03,Perth,13.0
122866,2014-11-04,Perth,9.0
122867,2014-11-05,Perth,9.0
122868,2014-11-06,Perth,9.0
122869,2014-11-07,Perth,17.0
122870,2014-11-08,Perth,9.0
122871,2014-11-09,Perth,11.0
122872,2014-11-10,Perth,13.0
122873,2014-11-11,Perth,11.0
122874,2014-11-12,Perth,13.0
122875,2014-11-13,Perth,20.0
122876,2014-11-14,Perth,15.0
122877,2014-11-15,Perth,15.0
122878,2014-11-16,Perth,7.0
122879,2014-11-17,Perth,11.0
122880,2014-11-18,Perth,9.0
122881,2014-11-19,Perth,9.0
122882,2014-11-20,Perth,17.0
122883,2014-11-21,Perth,11.0
122884,2014-11-22,Perth,6.0
122885,2014-11-23,Perth,15.0
122886,2014-11-24,Perth,13.0
122887,2014-11-25,Perth,13.0
122888,2014-11-26,Perth,9.0
122889,2014-11-27,Perth,11.0
122890,2014-11-28,Perth,13.0
122891,2014-11-29,Perth,11.0
122892,2014-11-30,Perth,11.0
122893,2014-12-01,Perth,17.0
122894,2014-12-02,Perth,11.0
122895,2014-12-03,Perth,6.0
122896,2014-12-04,Perth,13.0
122897,2014-12-05,Perth,13.0
122898,2014-12-06,Perth,7.0
122899,2014-12-07,Perth,7.0
122900,2014-12-08,Perth,20.0
122901,2014-12-09,Perth,15.0
122902,2014-12-10,Perth,11.0
122903,2014-12-11,Perth,20.0
122904,2014-12-12,Perth,20.0
122905,2014-12-13,Perth,9.0
122906,2014-12-14,Perth,9.0
122907,2014-12-15,Perth,7.0
122908,2014-12-16,Perth,9.0
122909,2014-12-17,Perth,15.0
122910,2014-12-18,Perth,13.0
122911,2014-12-19,Perth,11.0
122912,2014-12-20,Perth,17.0
122913,2014-12-21,Perth,11.0
122914,2014-12-22,Perth,9.0
122915,2014-12-23,Perth,17.0
122916,2014-12-24,Perth,11.0
122917,2014-12-25,Perth,17.0
122918,2014-12-26,Perth,11.0
122919,2014-12-27,Perth,17.0
122920,2014-12-28,Perth,9.0
122921,2014-12-29,Perth,13.0
122922,2014-12-30,Perth,22.0
122923,2014-12-31,Perth,13.0
122924,2015-01-01,Perth,9.0
122925,2015-01-02,Perth,17.0
122926,2015-01-03,Perth,11.0
122927,2015-01-04,Perth,9.0
122928,2015-01-05,Perth,17.0
122929,2015-01-06,Perth,9.0
122930,2015-01-07,Perth,20.0
122931,2015-01-08,Perth,17.0
122932,2015-01-09,Perth,15.0
122933,2015-01-10,Perth,19.0
122934,2015-01-11,Perth,15.0
122935,2015-01-12,Perth,11.0
122936,2015-01-13,Perth,4.0
122937,2015-01-14,Perth,6.0
122938,2015-01-15,Perth,13.0
122939,2015-01-16,Perth,7.0
122940,2015-01-17,Perth,15.0
122941,2015-01-18,Perth,7.0
122942,2015-01-19,Perth,9.0
122943,2015-01-20,Perth,6.0
122944,2015-01-21,Perth,15.0
122945,2015-01-22,Perth,13.0
122946,2015-01-23,Perth,11.0
122947,2015-01-24,Perth,13.0
122948,2015-01-25,Perth,17.0
122949,2015-01-26,Perth,15.0
122950,2015-01-27,Perth,13.0
122951,2015-01-28,Perth,9.0
122952,2015-01-29,Perth,7.0
122953,2015-01-30,Perth,7.0
122954,2015-01-31,Perth,17.0
122955,2015-02-01,Perth,11.0
122956,2015-02-02,Perth,11.0
122957,2015-02-03,Perth,0.0
122958,2015-02-04,Perth,11.0
122959,2015-02-05,Perth,9.0
122960,2015-02-06,Perth,15.0
122961,2015-02-07,Perth,13.0
122962,2015-02-08,Perth,11.0
122963,2015-02-09,Perth,7.0
122964,2015-02-10,Perth,9.0
122965,2015-02-11,Perth,13.0
122966,2015-02-12,Perth,9.0
122967,2015-02-13,Perth,9.0
122968,2015-02-14,Perth,13.0
122969,2015-02-15,Perth,13.0
122970,2015-02-16,Perth,13.0
122971,2015-02-17,Perth,13.0
122972,2015-02-18,Perth,6.0
122973,2015-02-19,Perth,6.0
122974,2015-02-20,Perth,4.0
122975,2015-02-21,Perth,9.0
122976,2015-02-22,Perth,11.0
122977,2015-02-23,Perth,17.0
122978,2015-02-24,Perth,17.0
122979,2015-02-25,Perth,6.0
122980,2015-02-26,Perth,7.0
122981,2015-02-27,Perth,20.0
122982,2015-02-28,Perth,11.0
122983,2015-03-01,Perth,9.0
122984,2015-03-02,Perth,17.0
122985,2015-03-03,Perth,17.0
122986,2015-03-04,Perth,13.0
122987,2015-03-05,Perth,11.0
122988,2015-03-06,Perth,11.0
122989,2015-03-07,Perth,13.0
122990,2015-03-08,Perth,11.0
122991,2015-03-09,Perth,11.0
122992,2015-03-10,Perth,9.0
122993,2015-03-11,Perth,13.0
122994,2015-03-12,Perth,9.0
122995,2015-03-13,Perth,13.0
122996,2015-03-14,Perth,13.0
122997,2015-03-15,Perth,17.0
122998,2015-03-16,Perth,11.0
122999,2015-03-17,Perth,13.0
123000,2015-03-18,Perth,7.0
123001,2015-03-19,Perth,7.0
123002,2015-03-20,Perth,9.0
123003,2015-03-21,Perth,6.0
123004,2015-03-22,Perth,17.0
123005,2015-03-23,Perth,15.0
123006,2015-03-24,Perth,9.0
123007,2015-03-25,Perth,15.0
123008,2015-03-26,Perth,19.0
123009,2015-03-27,Perth,7.0
123010,2015-03-28,Perth,9.0
123011,2015-03-29,Perth,7.0
123012,2015-03-30,Perth,7.0
123013,2015-03-31,Perth,11.0
123014,2015-04-01,Perth,9.0
123015,2015-04-02,Perth,20.0
123016,2015-04-03,Perth,4.0
123017,2015-04-04,Perth,7.0
123018,2015-04-05,Perth,13.0
123019,2015-04-06,Perth,15.0
123020,2015-04-07,Perth,15.0
123021,2015-04-08,Perth,13.0
123022,2015-04-09,Perth,7.0
123023,2015-04-10,Perth,9.0
123024,2015-04-11,Perth,15.0
123025,2015-04-12,Perth,9.0
123026,2015-04-13,Perth,6.0
123027,2015-04-14,Perth,7.0
123028,2015-04-15,Perth,11.0
123029,2015-04-16,Perth,11.0
123030,2015-04-17,Perth,6.0
123031,2015-04-18,Perth,11.0
123032,2015-04-19,Perth,19.0
123033,2015-04-20,Perth,15.0
123034,2015-04-21,Perth,7.0
123035,2015-04-22,Perth,4.0
123036,2015-04-23,Perth,9.0
123037,2015-04-24,Perth,13.0
123038,2015-04-25,Perth,11.0
123039,2015-04-26,Perth,9.0
123040,2015-04-27,Perth,13.0
123041,2015-04-28,Perth,20.0
123042,2015-04-29,Perth,11.0
123043,2015-04-30,Perth,9.0
123044,2015-05-01,Perth,11.0
123045,2015-05-02,Perth,7.0
123046,2015-05-03,Perth,2.0
123047,2015-05-04,Perth,15.0
123048,2015-05-05,Perth,0.0
123049,2015-05-06,Perth,7.0
123050,2015-05-07,Perth,7.0
123051,2015-05-08,Perth,2.0
123052,2015-05-09,Perth,0.0
123053,2015-05-10,Perth,6.0
123054,2015-05-11,Perth,9.0
123055,2015-05-12,Perth,11.0
123056,2015-05-13,Perth,17.0
123057,2015-05-14,Perth,17.0
123058,2015-05-15,Perth,19.0
123059,2015-05-16,Perth,0.0
123060,2015-05-17,Perth,15.0
123061,2015-05-18,Perth,4.0
123062,2015-05-19,Perth,15.0
123063,2015-05-20,Perth,9.0
123064,2015-05-21,Perth,9.0
123065,2015-05-22,Perth,6.0
123066,2015-05-23,Perth,6.0
123067,2015-05-24,Perth,6.0
123068,2015-05-25,Perth,6.0
123069,2015-05-26,Perth,9.0
123070,2015-05-27,Perth,4.0
123071,2015-05-28,Perth,0.0
123072,2015-05-29,Perth,9.0
123073,2015-05-30,Perth,7.0
123074,2015-05-31,Perth,0.0
123075,2015-06-01,Perth,7.0
123076,2015-06-02,Perth,9.0
123077,2015-06-03,Perth,13.0
123078,2015-06-04,Perth,7.0
123079,2015-06-05,Perth,0.0
123080,2015-06-06,Perth,6.0
123081,2015-06-07,Perth,7.0
123082,2015-06-08,Perth,9.0
123083,2015-06-09,Perth,15.0
123084,2015-06-10,Perth,9.0
123085,2015-06-11,Perth,15.0
123086,2015-06-12,Perth,0.0
123087,2015-06-13,Perth,7.0
123088,2015-06-14,Perth,9.0
123089,2015-06-15,Perth,9.0
123090,2015-06-16,Perth,11.0
123091,2015-06-17,Perth,15.0
123092,2015-06-18,Perth,15.0
123093,2015-06-19,Perth,7.0
123094,2015-06-20,Perth,6.0
123095,2015-06-21,Perth,11.0
123096,2015-06-22,Perth,13.0
123097,2015-06-23,Perth,7.0
123098,2015-06-24,Perth,7.0
123099,2015-06-25,Perth,6.0
123100,2015-06-26,Perth,2.0
123101,2015-06-27,Perth,11.0
123102,2015-06-28,Perth,13.0
123103,2015-06-29,Perth,11.0
123104,2015-06-30,Perth,9.0
123105,2015-07-01,Perth,0.0
123106,2015-07-02,Perth,7.0
123107,2015-07-03,Perth,4.0
123108,2015-07-04,Perth,7.0
123109,2015-07-05,Perth,9.0
123110,2015-07-06,Perth,9.0
123111,2015-07-07,Perth,6.0
123112,2015-07-08,Perth,11.0
123113,2015-07-09,Perth,6.0
123114,2015-07-10,Perth,7.0
123115,2015-07-11,Perth,7.0
123116,2015-07-12,Perth,4.0
123117,2015-07-13,Perth,7.0
123118,2015-07-14,Perth,9.0
123119,2015-07-15,Perth,11.0
123120,2015-07-16,Perth,24.0
123121,2015-07-17,Perth,17.0
123122,2015-07-18,Perth,2.0
123123,2015-07-19,Perth,11.0
123124,2015-07-20,Perth,7.0
123125,2015-07-21,Perth,7.0
123126,2015-07-22,Perth,11.0
123127,2015-07-23,Perth,7.0
123128,2015-07-24,Perth,7.0
123129,2015-07-25,Perth,7.0
123130,2015-07-26,Perth,9.0
123131,2015-07-27,Perth,7.0
123132,2015-07-28,Perth,17.0
123133,2015-07-29,Perth,7.0
123134,2015-07-30,Perth,2.0
123135,2015-07-31,Perth,7.0
123136,2015-08-01,Perth,17.0
123137,2015-08-02,Perth,7.0
123138,2015-08-03,Perth,4.0
123139,2015-08-04,Perth,11.0
123140,2015-08-05,Perth,7.0
123141,2015-08-06,Perth,9.0
123142,2015-08-07,Perth,9.0
123143,2015-08-08,Perth,0.0
123144,2015-08-09,Perth,9.0
123145,2015-08-10,Perth,7.0
123146,2015-08-11,Perth,9.0
123147,2015-08-12,Perth,6.0
123148,2015-08-13,Perth,2.0
123149,2015-08-14,Perth,2.0
123150,2015-08-15,Perth,13.0
123151,2015-08-16,Perth,9.0
123152,2015-08-17,Perth,4.0
123153,2015-08-18,Perth,17.0
123154,2015-08-19,Perth,7.0
123155,2015-08-20,Perth,9.0
123156,2015-08-21,Perth,7.0
123157,2015-08-22,Perth,7.0
123158,2015-08-23,Perth,7.0
123159,2015-08-24,Perth,13.0
123160,2015-08-25,Perth,13.0
123161,2015-08-26,Perth,15.0
123162,2015-08-27,Perth,6.0
123163,2015-08-28,Perth,11.0
123164,2015-08-29,Perth,13.0
123165,2015-08-30,Perth,4.0
123166,2015-08-31,Perth,11.0
123167,2015-09-01,Perth,15.0
123168,2015-09-02,Perth,9.0
123169,2015-09-03,Perth,13.0
123170,2015-09-04,Perth,7.0
123171,2015-09-05,Perth,13.0
123172,2015-09-06,Perth,11.0
123173,2015-09-07,Perth,7.0
123174,2015-09-08,Perth,15.0
123175,2015-09-09,Perth,9.0
123176,2015-09-10,Perth,15.0
123177,2015-09-11,Perth,9.0
123178,2015-09-12,Perth,17.0
123179,2015-09-13,Perth,2.0
123180,2015-09-14,Perth,7.0
123181,2015-09-15,Perth,9.0
123182,2015-09-16,Perth,13.0
123183,2015-09-17,Perth,7.0
123184,2015-09-18,Perth,6.0
123185,2015-09-19,Perth,19.0
123186,2015-09-20,Perth,13.0
123187,2015-09-21,Perth,17.0
123188,2015-09-22,Perth,15.0
123189,2015-09-23,Perth,24.0
123190,2015-09-24,Perth,17.0
123191,2015-09-25,Perth,13.0
123192,2015-09-26,Perth,7.0
123193,2015-09-27,Perth,13.0
123194,2015-09-28,Perth,13.0
123195,2015-09-29,Perth,4.0
123196,2015-09-30,Perth,9.0
123197,2015-10-01,Perth,11.0
123198,2015-10-02,Perth,2.0
123199,2015-10-03,Perth,6.0
123200,2015-10-04,Perth,11.0
123201,2015-10-05,Perth,19.0
123202,2015-10-06,Perth,11.0
123203,2015-10-07,Perth,17.0
123204,2015-10-08,Perth,4.0
123205,2015-10-09,Perth,7.0
123206,2015-10-10,Perth,6.0
123207,2015-10-11,Perth,9.0
123208,2015-10-12,Perth,6.0
123209,2015-10-13,Perth,6.0
123210,2015-10-14,Perth,9.0
123211,2015-10-15,Perth,15.0
123212,2015-10-16,Perth,9.0
123213,2015-10-17,Perth,11.0
123214,2015-10-18,Perth,13.0
123215,2015-10-19,Perth,11.0
123216,2015-10-20,Perth,9.0
123217,2015-10-21,Perth,7.0
123218,2015-10-22,Perth,11.0
123219,2015-10-23,Perth,17.0
123220,2015-10-24,Perth,9.0
123221,2015-10-25,Perth,9.0
123222,2015-10-26,Perth,11.0
123223,2015-10-27,Perth,13.0
123224,2015-10-28,Perth,9.0
123225,2015-10-29,Perth,7.0
123226,2015-10-30,Perth,9.0
123227,2015-10-31,Perth,9.0
123228,2015-11-01,Perth,6.0
123229,2015-11-02,Perth,7.0
123230,2015-11-03,Perth,7.0
123231,2015-11-04,Perth,6.0
123232,2015-11-05,Perth,7.0
123233,2015-11-06,Perth,13.0
123234,2015-11-07,Perth,15.0
123235,2015-11-08,Perth,7.0
123236,2015-11-09,Perth,9.0
123237,2015-11-10,Perth,13.0
123238,2015-11-11,Perth,6.0
123239,2015-11-12,Perth,9.0
123240,2015-11-13,Perth,13.0
123241,2015-11-14,Perth,20.0
123242,2015-11-15,Perth,7.0
123243,2015-11-16,Perth,11.0
123244,2015-11-17,Perth,15.0
123245,2015-11-18,Perth,15.0
123246,2015-11-19,Perth,13.0
123247,2015-11-20,Perth,13.0
123248,2015-11-21,Perth,19.0
123249,2015-11-22,Perth,24.0
123250,2015-11-23,Perth,13.0
123251,2015-11-24,Perth,15.0
123252,2015-11-25,Perth,9.0
123253,2015-11-26,Perth,17.0
123254,2015-11-27,Perth,7.0
123255,2015-11-28,Perth,9.0
123256,2015-11-29,Perth,6.0
123257,2015-11-30,Perth,17.0
123258,2015-12-01,Perth,15.0
123259,2015-12-02,Perth,17.0
123260,2015-12-03,Perth,6.0
123261,2015-12-04,Perth,13.0
123262,2015-12-05,Perth,22.0
123263,2015-12-06,Perth,13.0
123264,2015-12-07,Perth,17.0
123265,2015-12-08,Perth,11.0
123266,2015-12-09,Perth,9.0
123267,2015-12-10,Perth,11.0
123268,2015-12-11,Perth,13.0
123269,2015-12-12,Perth,7.0
123270,2015-12-13,Perth,15.0
123271,2015-12-14,Perth,6.0
123272,2015-12-15,Perth,4.0
123273,2015-12-16,Perth,15.0
123274,2015-12-17,Perth,11.0
123275,2015-12-18,Perth,7.0
123276,2015-12-19,Perth,15.0
123277,2015-12-20,Perth,13.0
123278,2015-12-21,Perth,15.0
123279,2015-12-22,Perth,7.0
123280,2015-12-23,Perth,17.0
123281,2015-12-24,Perth,19.0
123282,2015-12-25,Perth,15.0
123283,2015-12-26,Perth,13.0
123284,2015-12-27,Perth,11.0
123285,2015-12-28,Perth,13.0
123286,2015-12-29,Perth,7.0
123287,2015-12-30,Perth,13.0
123288,2015-12-31,Perth,15.0
