,Date,MinTemp,MaxTemp,Rainfall,Year,Month,Day
1744,2012-09-09,8.480434782608693,20.821739130434786,0.44090909090909086,2012,9,9
1745,2012-09-10,7.286956521739129,21.62826086956522,0.10222222222222221,2012,9,10
1746,2012-09-11,8.31521739130435,21.42826086956522,0.3422222222222222,2012,9,11
1747,2012-09-12,8.636956521739132,22.315555555555562,0.28444444444444444,2012,9,12
1748,2012-09-13,8.584444444444445,19.428260869565214,1.0799999999999998,2012,9,13
1749,2012-09-14,6.2369565217391285,18.44782608695652,1.4888888888888885,2012,9,14
1750,2012-09-15,6.828260869565219,19.797826086956515,0.41818181818181804,2012,9,15
1751,2012-09-16,8.106521739130438,20.576086956521745,0.11363636363636366,2012,9,16
1752,2012-09-17,10.093478260869563,20.045652173913048,0.40444444444444433,2012,9,17
1753,2012-09-18,9.76086956521739,20.449999999999996,1.8133333333333335,2012,9,18
1754,2012-09-19,9.595652173913043,21.449999999999996,2.6666666666666665,2012,9,19
1755,2012-09-20,10.917391304347825,22.97391304347826,0.5999999999999999,2012,9,20
1756,2012-09-21,12.15434782608696,22.410869565217393,0.8666666666666667,2012,9,21
1757,2012-09-22,9.384782608695652,21.980434782608693,1.8697674418604653,2012,9,22
1758,2012-09-23,9.176086956521738,21.77826086956522,0.1395348837209303,2012,9,23
1759,2012-09-24,8.171739130434782,19.69347826086957,0.8844444444444444,2012,9,24
1760,2012-09-25,7.5,20.47173913043478,0.842222222222222,2012,9,25
1761,2012-09-26,10.119565217391306,22.767391304347836,0.6822222222222223,2012,9,26
1762,2012-09-27,11.432608695652174,24.70888888888889,2.0888888888888886,2012,9,27
1763,2012-09-28,12.697826086956523,22.573913043478267,2.1727272727272724,2012,9,28
1764,2012-09-29,10.258695652173914,18.54347826086956,6.617777777777777,2012,9,29
1765,2012-09-30,7.106521739130434,19.533333333333335,1.8088888888888888,2012,9,30
1766,2012-10-01,7.984444444444445,21.689130434782605,0.3045454545454545,2012,10,1
1767,2012-10-02,9.760869565217392,23.106521739130443,0.2,2012,10,2
1768,2012-10-03,9.541304347826086,25.45652173913043,0.5377777777777777,2012,10,3
1769,2012-10-04,10.867391304347827,27.047826086956526,0.3688888888888888,2012,10,4
1770,2012-10-05,11.421739130434782,25.471739130434784,0.04090909090909091,2012,10,5
1771,2012-10-06,12.01304347826087,20.38478260869566,0.7024390243902439,2012,10,6
1772,2012-10-07,9.093478260869565,20.35869565217391,3.0390243902439025,2012,10,7
1773,2012-10-08,9.549999999999997,20.171739130434776,0.2711111111111111,2012,10,8
1774,2012-10-09,9.241304347826084,20.954347826086945,0.3333333333333333,2012,10,9
1775,2012-10-10,8.230434782608695,21.332608695652173,1.017777777777778,2012,10,10
1776,2012-10-11,10.158695652173911,18.493478260869562,4.004444444444444,2012,10,11
1777,2012-10-12,8.895652173913042,18.90434782608696,4.986363636363636,2012,10,12
1778,2012-10-13,8.867391304347825,20.39347826086957,3.3255813953488365,2012,10,13
1779,2012-10-14,8.88913043478261,22.539130434782617,1.6363636363636365,2012,10,14
1780,2012-10-15,10.421739130434782,25.341304347826092,0.4177777777777777,2012,10,15
1781,2012-10-16,11.18260869565217,25.213043478260868,0.08,2012,10,16
1782,2012-10-17,10.99565217391304,22.59090909090909,0.4444444444444444,2012,10,17
1783,2012-10-18,10.697777777777777,24.344444444444434,0.044444444444444446,2012,10,18
1784,2012-10-19,12.523913043478256,26.726086956521748,0.20909090909090908,2012,10,19
1785,2012-10-20,12.199999999999996,27.334782608695644,0.046511627906976744,2012,10,20
1786,2012-10-21,11.736956521739128,24.795652173913037,0.14883720930232558,2012,10,21
1787,2012-10-22,10.771739130434783,21.66304347826087,1.152173913043478,2012,10,22
1788,2012-10-23,9.628888888888891,23.01521739130435,1.3043478260869565,2012,10,23
1789,2012-10-24,11.934782608695652,24.621739130434786,1.191304347826087,2012,10,24
1790,2012-10-25,12.326086956521738,24.20652173913043,0.673913043478261,2012,10,25
1791,2012-10-26,10.902173913043477,21.89565217391304,0.2869565217391304,2012,10,26
1792,2012-10-27,9.72391304347826,22.421739130434784,0.5777777777777777,2012,10,27
1793,2012-10-28,10.804347826086957,23.836956521739136,0.38666666666666666,2012,10,28
1794,2012-10-29,10.908695652173913,25.291304347826095,0.32173913043478264,2012,10,29
1795,2012-10-30,11.936956521739134,27.280000000000005,0.18695652173913047,2012,10,30
1796,2012-10-31,13.677777777777782,27.544444444444444,0.08444444444444446,2012,10,31
1797,2012-11-01,13.819565217391306,23.86521739130435,1.4844444444444445,2012,11,1
1798,2012-11-02,11.334782608695654,22.00434782608696,1.4304347826086956,2012,11,2
1799,2012-11-03,11.747826086956522,23.13478260869566,1.0977777777777777,2012,11,3
1800,2012-11-04,13.3804347826087,27.176086956521733,1.7555555555555555,2012,11,4
1801,2012-11-05,15.186956521739125,27.3695652173913,2.4695652173913043,2012,11,5
1802,2012-11-06,16.323913043478257,26.02391304347826,1.9391304347826088,2012,11,6
1803,2012-11-07,14.810869565217395,23.64782608695652,3.3434782608695657,2012,11,7
1804,2012-11-08,13.630434782608694,24.697826086956525,4.128260869565217,2012,11,8
1805,2012-11-09,13.18260869565217,24.07608695652174,3.456521739130434,2012,11,9
1806,2012-11-10,11.515217391304347,22.291304347826088,1.3913043478260867,2012,11,10
1807,2012-11-11,10.55,24.910869565217393,2.130434782608696,2012,11,11
1808,2012-11-12,12.371739130434777,25.999999999999996,0.7652173913043477,2012,11,12
1809,2012-11-13,11.217391304347826,24.393478260869557,0.1956521739130435,2012,11,13
1810,2012-11-14,12.02826086956522,24.182608695652174,0.3130434782608696,2012,11,14
1811,2012-11-15,13.078260869565215,25.039130434782614,0.24782608695652178,2012,11,15
1812,2012-11-16,13.656521739130437,23.26521739130435,0.3478260869565217,2012,11,16
1813,2012-11-17,12.917391304347829,24.12173913043478,2.21304347826087,2012,11,17
1814,2012-11-18,12.721739130434784,24.31333333333334,5.447826086956521,2012,11,18
1815,2012-11-19,11.48695652173913,24.893478260869564,1.2217391304347829,2012,11,19
1816,2012-11-20,12.902173913043478,27.10000000000001,1.9304347826086958,2012,11,20
1817,2012-11-21,13.90217391304348,26.68043478260869,0.05217391304347827,2012,11,21
1818,2012-11-22,13.804347826086953,25.29782608695652,0.022222222222222223,2012,11,22
1819,2012-11-23,14.669565217391304,26.29347826086957,0.37777777777777777,2012,11,23
1820,2012-11-24,15.271739130434783,29.997826086956515,0.044444444444444446,2012,11,24
1821,2012-11-25,16.515217391304347,29.40444444444444,1.0844444444444448,2012,11,25
1822,2012-11-26,16.44,28.858695652173907,0.16000000000000003,2012,11,26
1823,2012-11-27,17.09130434782609,27.676086956521743,2.095652173913044,2012,11,27
1824,2012-11-28,17.15,28.117391304347827,4.28695652173913,2012,11,28
1825,2012-11-29,17.430434782608693,31.352173913043483,2.831111111111111,2012,11,29
1826,2012-11-30,19.295652173913048,30.228260869565226,1.5199999999999998,2012,11,30
1827,2013-01-01,17.50444444444444,31.447826086956525,1.0888888888888888,2013,1,1
1828,2013-01-02,16.64222222222222,28.88695652173913,0.45217391304347826,2013,1,2
1829,2013-01-03,16.849999999999998,32.19777777777778,0.35,2013,1,3
1830,2013-01-04,18.726666666666667,34.65217391304348,0.391304347826087,2013,1,4
1831,2013-01-05,18.24565217391304,33.25434782608697,0.18695652173913044,2013,1,5
1832,2013-01-06,18.6804347826087,32.54782608695652,1.0695652173913044,2013,1,6
1833,2013-01-07,19.628260869565217,34.15869565217391,1.297777777777778,2013,1,7
1834,2013-01-08,19.69782608695652,34.99130434782607,0.25333333333333335,2013,1,8
1835,2013-01-09,17.30434782608696,26.422222222222228,0.1688888888888889,2013,1,9
1836,2013-01-10,15.395555555555557,28.61304347826087,0.07555555555555556,2013,1,10
1837,2013-01-11,17.553333333333338,33.53043478260869,0.22045454545454543,2013,1,11
1838,2013-01-12,18.434782608695652,30.978260869565226,0.11363636363636363,2013,1,12
1839,2013-01-13,18.326086956521742,26.426086956521743,1.25,2013,1,13
1840,2013-01-14,15.008695652173907,26.7695652173913,3.2977777777777773,2013,1,14
1841,2013-01-15,15.634782608695646,30.05434782608695,1.0869565217391304,2013,1,15
1842,2013-01-16,16.539130434782606,31.09565217391304,0.23043478260869565,2013,1,16
1843,2013-01-17,17.80652173913043,33.42391304347826,0.608695652173913,2013,1,17
1844,2013-01-18,19.676086956521736,33.15434782608696,0.12444444444444444,2013,1,18
1845,2013-01-19,17.391304347826086,27.065217391304337,2.1555555555555554,2013,1,19
1846,2013-01-20,16.015217391304347,28.65434782608696,1.873913043478261,2013,1,20
1847,2013-01-21,17.956521739130434,30.08913043478261,1.3199999999999998,2013,1,21
1848,2013-01-22,17.289130434782614,30.39565217391304,0.8869565217391304,2013,1,22
1849,2013-01-23,17.18478260869565,27.943478260869572,4.865217391304348,2013,1,23
1850,2013-01-24,17.23695652173913,30.893478260869568,4.126086956521739,2013,1,24
1851,2013-01-25,18.495652173913044,29.36739130434782,1.6177777777777778,2013,1,25
1852,2013-01-26,17.719565217391306,28.854347826086965,1.4883720930232558,2013,1,26
1853,2013-01-27,17.491304347826084,26.893478260869557,11.795348837209303,2013,1,27
1854,2013-01-28,16.65434782608696,26.382608695652166,17.350000000000005,2013,1,28
1855,2013-01-29,16.35869565217391,26.90434782608696,28.5304347826087,2013,1,29
1856,2013-01-30,14.991111111111111,27.962222222222216,0.4260869565217392,2013,1,30
1857,2013-01-31,16.600000000000005,28.302173913043475,0.7244444444444443,2013,1,31
1858,2013-03-01,16.12291666666667,24.765306122448976,10.702127659574469,2013,3,1
1859,2013-03-02,15.712244897959193,25.73061224489796,8.295833333333334,2013,3,2
1860,2013-03-03,15.836734693877549,27.869387755102036,10.657142857142857,2013,3,3
1861,2013-03-04,17.04081632653061,29.18775510204082,3.3795918367346944,2013,3,4
1862,2013-03-05,17.379591836734694,29.754166666666674,0.8244897959183674,2013,3,5
1863,2013-03-06,17.69583333333333,30.485714285714284,0.3625,2013,3,6
1864,2013-03-07,18.56122448979592,30.77500000000001,0.5755102040816327,2013,3,7
1865,2013-03-08,18.818367346938782,30.84693877551021,0.3163265306122449,2013,3,8
1866,2013-03-09,18.76938775510204,30.763265306122456,0.5936170212765959,2013,3,9
1867,2013-03-10,19.322448979591837,31.05208333333334,0.6645833333333333,2013,3,10
1868,2013-03-11,19.268749999999994,30.78367346938776,2.1020408163265305,2013,3,11
1869,2013-03-12,18.379591836734694,30.810204081632648,0.5959183673469388,2013,3,12
1870,2013-03-13,17.738775510204082,27.846938775510203,0.9469387755102042,2013,3,13
1871,2013-03-14,16.034693877551017,25.972916666666674,0.8122448979591836,2013,3,14
1872,2013-03-15,15.843750000000005,26.857142857142872,2.710204081632653,2013,3,15
1873,2013-03-16,16.70612244897959,26.965306122448983,1.673913043478261,2013,3,16
1874,2013-03-17,14.920408163265304,24.069387755102042,2.3041666666666667,2013,3,17
1875,2013-03-18,13.193877551020408,24.828571428571426,0.7142857142857143,2013,3,18
1876,2013-03-19,13.293877551020408,26.29999999999999,0.29387755102040813,2013,3,19
1877,2013-03-20,14.291836734693877,27.81224489795918,0.7142857142857143,2013,3,20
1878,2013-03-21,16.155102040816324,25.651020408163262,1.2625000000000002,2013,3,21
1879,2013-03-22,15.906122448979588,25.902040816326537,4.920833333333333,2013,3,22
1880,2013-03-23,15.84285714285714,26.702040816326534,1.2562499999999999,2013,3,23
1881,2013-03-24,15.732653061224488,27.687755102040818,1.1617021276595745,2013,3,24
1882,2013-03-25,14.65510204081633,26.614285714285714,2.063265306122449,2013,3,25
1883,2013-03-26,15.66938775510204,28.669387755102044,2.9510204081632656,2013,3,26
1884,2013-03-27,17.12857142857143,29.822448979591826,0.7591836734693876,2013,3,27
1885,2013-03-28,15.983673469387757,24.76458333333333,7.953191489361703,2013,3,28
1886,2013-03-29,12.566666666666668,22.79591836734694,4.167391304347826,2013,3,29
1887,2013-03-30,12.685714285714289,23.38979591836734,3.9391304347826086,2013,3,30
1888,2013-03-31,13.828571428571427,23.289583333333336,1.7958333333333332,2013,3,31
1889,2013-04-01,12.833333333333329,24.257142857142863,4.154166666666668,2013,4,1
1890,2013-04-02,13.363265306122456,24.824489795918367,2.220408163265306,2013,4,2
1891,2013-04-03,13.553061224489799,23.393877551020406,1.9591836734693877,2013,4,3
1892,2013-04-04,13.081632653061224,24.761224489795918,6.1959183673469385,2013,4,4
1893,2013-04-05,13.732653061224495,25.257142857142846,2.954166666666667,2013,4,5
1894,2013-04-06,13.94897959183674,25.644897959183677,1.517021276595745,2013,4,6
1895,2013-04-07,13.981632653061228,26.25102040816327,1.28936170212766,2013,4,7
1896,2013-04-08,14.230612244897959,26.414285714285715,2.46530612244898,2013,4,8
1897,2013-04-09,14.183673469387758,26.032653061224497,0.4897959183673469,2013,4,9
1898,2013-04-10,13.165306122448985,26.524489795918367,2.314285714285715,2013,4,10
1899,2013-04-11,13.851020408163269,25.853061224489796,1.3734693877551023,2013,4,11
1900,2013-04-12,14.344897959183672,26.165306122448985,1.2666666666666666,2013,4,12
1901,2013-04-13,14.812244897959182,25.561224489795922,2.3304347826086955,2013,4,13
1902,2013-04-14,14.442857142857136,25.767346938775507,2.7957446808510635,2013,4,14
1903,2013-04-15,14.06666666666667,24.200000000000003,1.5428571428571434,2013,4,15
1904,2013-04-16,13.033333333333339,22.910416666666674,2.506382978723404,2013,4,16
1905,2013-04-17,12.143749999999997,23.225000000000005,1.2625,2013,4,17
1906,2013-04-18,12.508333333333335,23.41666666666666,0.8041666666666666,2013,4,18
1907,2013-04-19,11.677083333333336,21.302083333333332,0.8304347826086957,2013,4,19
1908,2013-04-20,10.304166666666667,21.1625,3.65,2013,4,20
1909,2013-04-21,9.737499999999999,21.675510204081633,4.148936170212765,2013,4,21
1910,2013-04-22,12.52857142857143,22.436734693877554,4.475510204081633,2013,4,22
1911,2013-04-23,11.130612244897957,22.340816326530607,1.2612244897959184,2013,4,23
1912,2013-04-24,10.459183673469388,22.67346938775509,0.1306122448979592,2013,4,24
1913,2013-04-25,10.381632653061226,23.206122448979595,0.5750000000000001,2013,4,25
1914,2013-04-26,11.789795918367348,24.510204081632644,0.24489795918367344,2013,4,26
1915,2013-04-27,11.848979591836736,25.39791666666667,0.3666666666666667,2013,4,27
1916,2013-04-28,13.020833333333334,24.491836734693877,0.65,2013,4,28
1917,2013-04-29,11.275510204081632,22.868749999999995,0.873469387755102,2013,4,29
1918,2013-04-30,11.993749999999999,23.163265306122447,0.5306122448979592,2013,4,30
1919,2013-05-01,12.087755102040818,23.071428571428573,0.18367346938775514,2013,5,1
1920,2013-05-02,10.065306122448982,21.169387755102044,2.9102040816326533,2013,5,2
1921,2013-05-03,9.691836734693876,23.087755102040816,1.5083333333333335,2013,5,3
1922,2013-05-04,11.173469387755102,22.3125,0.897872340425532,2013,5,4
1923,2013-05-05,9.922448979591834,20.355102040816327,0.3152173913043478,2013,5,5
1924,2013-05-06,9.073469387755098,20.89591836734694,0.05833333333333335,2013,5,6
1925,2013-05-07,10.83265306122449,22.631249999999994,0.5755102040816327,2013,5,7
1926,2013-05-08,11.944897959183672,23.657142857142855,4.041666666666666,2013,5,8
1927,2013-05-09,11.877551020408161,24.044897959183665,3.504166666666667,2013,5,9
1928,2013-05-10,11.704081632653061,23.814285714285713,1.9191489361702128,2013,5,10
1929,2013-05-11,12.410204081632653,23.532653061224494,1.6266666666666667,2013,5,11
1930,2013-05-12,11.97755102040816,21.536734693877555,2.2297872340425533,2013,5,12
1931,2013-05-13,11.291836734693879,18.955102040816325,4.167346938775511,2013,5,13
1932,2013-05-14,9.440816326530612,17.989795918367342,3.2448979591836746,2013,5,14
1933,2013-05-15,8.802040816326532,18.67083333333333,2.6489795918367345,2013,5,15
1934,2013-05-16,10.487234042553188,19.582978723404256,2.1291666666666664,2013,5,16
1935,2013-05-17,9.897872340425534,18.882978723404253,2.4106382978723406,2013,5,17
1936,2013-05-18,8.085106382978724,18.397916666666667,1.4377777777777778,2013,5,18
1937,2013-05-19,7.133333333333334,19.14166666666667,0.4933333333333333,2013,5,19
1938,2013-05-20,8.452083333333336,19.064583333333335,1.4375,2013,5,20
1939,2013-05-21,8.61875,19.64166666666667,2.295833333333334,2013,5,21
1940,2013-05-22,8.59375,17.024489795918367,1.429787234042553,2013,5,22
1941,2013-05-23,8.763265306122449,18.271428571428572,7.11224489795918,2013,5,23
1942,2013-05-24,8.018367346938778,18.57551020408163,6.702127659574466,2013,5,24
1943,2013-05-25,8.087755102040816,19.358333333333338,4.804444444444444,2013,5,25
1944,2013-05-26,7.831249999999996,19.28571428571429,0.6680851063829787,2013,5,26
1945,2013-05-27,8.153061224489798,19.040816326530607,0.5875,2013,5,27
1946,2013-05-28,8.587755102040818,19.300000000000004,3.261224489795918,2013,5,28
1947,2013-05-29,8.802040816326528,20.064583333333335,0.3877551020408163,2013,5,29
1948,2013-05-30,10.572916666666668,19.446938775510205,3.2857142857142856,2013,5,30
1949,2013-05-31,11.027083333333337,19.942857142857143,4.612244897959183,2013,5,31
1950,2013-06-01,11.846938775510207,18.275510204081627,9.136170212765958,2013,6,1
1951,2013-06-02,11.291836734693879,17.377551020408163,6.838297872340424,2013,6,2
1952,2013-06-03,8.706122448979594,17.753061224489795,4.889795918367346,2013,6,3
1953,2013-06-04,8.377551020408163,18.248979591836733,0.4448979591836734,2013,6,4
1954,2013-06-05,9.112244897959183,17.546938775510203,0.8979591836734695,2013,6,5
1955,2013-06-06,10.920408163265307,18.52448979591837,0.6081632653061224,2013,6,6
1956,2013-06-07,11.216326530612243,18.89183673469388,3.3729166666666655,2013,6,7
1957,2013-06-08,8.263265306122449,18.167346938775513,0.3260869565217391,2013,6,8
1958,2013-06-09,8.434042553191489,18.734693877551017,1.9914893617021276,2013,6,9
1959,2013-06-10,8.668749999999998,18.663265306122454,1.4808510638297872,2013,6,10
1960,2013-06-11,9.046938775510203,18.791836734693877,1.7750000000000001,2013,6,11
1961,2013-06-12,9.512244897959185,16.753061224489787,3.3749999999999987,2013,6,12
1962,2013-06-13,9.96530612244898,17.606122448979587,8.493877551020407,2013,6,13
1963,2013-06-14,9.451020408163266,17.2265306122449,2.433333333333333,2013,6,14
1964,2013-06-15,8.610204081632654,16.61632653061225,0.8177777777777777,2013,6,15
1965,2013-06-16,6.002083333333334,16.579591836734693,1.688888888888889,2013,6,16
1966,2013-06-17,6.03265306122449,16.128571428571426,1.3591836734693878,2013,6,17
1967,2013-06-18,6.2142857142857135,16.740816326530613,1.9877551020408166,2013,6,18
1968,2013-06-19,6.114285714285714,16.167346938775513,2.128571428571429,2013,6,19
1969,2013-06-20,5.997959183673469,16.054166666666667,0.9061224489795918,2013,6,20
1970,2013-06-21,5.677551020408163,15.965306122448983,0.3333333333333333,2013,6,21
1971,2013-06-22,5.683673469387755,16.514285714285712,1.3276595744680852,2013,6,22
1972,2013-06-23,6.159183673469389,16.257142857142856,5.070833333333332,2013,6,23
1973,2013-06-24,6.740816326530613,16.39183673469388,8.506122448979589,2013,6,24
1974,2013-06-25,7.118367346938776,16.932653061224492,4.804081632653061,2013,6,25
1975,2013-06-26,6.038775510204083,17.91632653061225,5.118367346938776,2013,6,26
1976,2013-06-27,7.67142857142857,17.81836734693878,1.6489795918367343,2013,6,27
1977,2013-06-28,8.655102040816326,18.030612244897963,3.25,2013,6,28
1978,2013-06-29,8.26122448979592,17.265306122448976,6.149999999999999,2013,6,29
1979,2013-06-30,7.589795918367349,17.93265306122449,5.897959183673469,2013,6,30
1980,2013-07-01,8.32448979591837,18.106122448979594,3.2571428571428576,2013,7,1
1981,2013-07-02,7.80408163265306,18.487755102040815,3.2285714285714278,2013,7,2
1982,2013-07-03,6.895918367346936,17.814285714285717,3.1714285714285717,2013,7,3
1983,2013-07-04,7.095918367346936,18.273469387755103,0.7306122448979593,2013,7,4
1984,2013-07-05,7.844897959183672,16.732653061224493,3.4285714285714284,2013,7,5
1985,2013-07-06,6.904081632653061,16.687755102040814,1.323404255319149,2013,7,6
1986,2013-07-07,5.393877551020409,16.644897959183673,1.395744680851064,2013,7,7
1987,2013-07-08,4.746938775510204,16.877551020408166,0.9591836734693877,2013,7,8
1988,2013-07-09,5.057142857142857,15.681632653061229,1.1346938775510202,2013,7,9
1989,2013-07-10,6.271428571428573,16.606122448979587,3.4250000000000003,2013,7,10
1990,2013-07-11,6.185714285714286,17.512244897959178,0.33877551020408164,2013,7,11
1991,2013-07-12,7.314285714285715,18.46938775510204,0.6127659574468086,2013,7,12
1992,2013-07-13,7.993877551020409,18.05918367346939,2.608510638297872,2013,7,13
1993,2013-07-14,9.789795918367346,18.353061224489796,3.851063829787233,2013,7,14
1994,2013-07-15,11.042857142857143,18.45714285714286,4.770833333333334,2013,7,15
1995,2013-07-16,10.572916666666666,18.87142857142857,2.8020408163265307,2013,7,16
1996,2013-07-17,10.163265306122447,19.457142857142863,2.8204081632653066,2013,7,17
1997,2013-07-18,9.871428571428572,19.728571428571428,1.8040816326530613,2013,7,18
1998,2013-07-19,11.057142857142857,18.036734693877552,3.9625000000000004,2013,7,19
1999,2013-07-20,8.29591836734694,15.497959183673462,5.25531914893617,2013,7,20
2000,2013-07-21,5.542857142857144,14.685714285714283,3.533333333333333,2013,7,21
2001,2013-07-22,5.377551020408164,15.65,1.9591836734693877,2013,7,22
2002,2013-07-23,6.3666666666666645,16.57083333333333,0.9346938775510204,2013,7,23
2003,2013-07-24,7.4729166666666655,16.60204081632653,2.1204081632653065,2013,7,24
2004,2013-07-25,4.828571428571428,16.712244897959177,0.3673469387755102,2013,7,25
2005,2013-07-26,6.366666666666666,17.916326530612253,1.666666666666667,2013,7,26
2006,2013-07-27,6.26938775510204,17.944897959183674,1.665217391304348,2013,7,27
2007,2013-07-28,8.238775510204082,18.832653061224484,0.8608695652173912,2013,7,28
2008,2013-07-29,8.542857142857143,19.361224489795916,3.0163265306122446,2013,7,29
2009,2013-07-30,8.375510204081632,18.481632653061226,1.534693877551021,2013,7,30
2010,2013-07-31,7.795918367346937,17.773469387755103,2.49795918367347,2013,7,31
2011,2013-08-01,6.6183673469387765,18.193749999999994,0.7795918367346939,2013,8,1
2012,2013-08-02,7.093750000000001,18.206122448979592,0.69375,2013,8,2
2013,2013-08-03,7.120408163265306,17.404081632653064,1.0608695652173914,2013,8,3
2014,2013-08-04,7.428571428571429,18.059183673469395,2.612765957446808,2013,8,4
2015,2013-08-05,8.004081632653062,18.908163265306126,2.1632653061224487,2013,8,5
2016,2013-08-06,9.063265306122448,19.297959183673473,3.787755102040817,2013,8,6
2017,2013-08-07,8.03673469387755,18.085714285714282,2.3541666666666665,2013,8,7
2018,2013-08-08,7.465306122448981,16.683673469387752,7.908333333333332,2013,8,8
2019,2013-08-09,6.887755102040819,17.795918367346943,3.3624999999999994,2013,8,9
2020,2013-08-10,7.9653061224489825,20.36326530612245,2.1422222222222227,2013,8,10
2021,2013-08-11,7.236734693877551,20.204081632653057,1.288888888888889,2013,8,11
2022,2013-08-12,9.157142857142857,19.84897959183673,2.404081632653062,2013,8,12
2023,2013-08-13,8.046938775510203,19.214285714285715,2.512244897959184,2013,8,13
2024,2013-08-14,8.753061224489796,19.257142857142856,3.5530612244897957,2013,8,14
2025,2013-08-15,7.422448979591836,18.287755102040816,1.8183673469387753,2013,8,15
2026,2013-08-16,6.626530612244896,19.440816326530612,2.8333333333333335,2013,8,16
2027,2013-08-17,9.026530612244898,18.81632653061225,3.551063829787234,2013,8,17
2028,2013-08-18,8.50612244897959,19.644897959183677,2.025531914893617,2013,8,18
2029,2013-08-19,7.910204081632655,17.75510204081633,2.138775510204082,2013,8,19
2030,2013-08-20,5.532653061224491,16.163265306122447,1.1428571428571428,2013,8,20
2031,2013-08-21,5.753061224489798,16.89375,1.1437499999999998,2013,8,21
2032,2013-08-22,6.65918367346939,17.353061224489792,2.1125000000000003,2013,8,22
2033,2013-08-23,8.648979591836735,18.324489795918367,2.126530612244898,2013,8,23
2034,2013-08-24,8.554166666666669,19.99583333333334,0.6936170212765957,2013,8,24
2035,2013-08-25,8.272916666666665,20.187499999999996,0.38510638297872335,2013,8,25
2036,2013-08-26,8.708333333333334,20.22040816326531,2.4361702127659575,2013,8,26
2037,2013-08-27,8.706249999999999,21.508163265306116,0.5583333333333332,2013,8,27
2038,2013-08-28,8.987499999999999,22.204081632653065,2.125,2013,8,28
2039,2013-08-29,10.197959183673467,21.848979591836734,0.5591836734693876,2013,8,29
2040,2013-08-30,12.0265306122449,22.54285714285714,2.2163265306122453,2013,8,30
2041,2013-08-31,10.83673469387755,23.328571428571433,1.4408163265306122,2013,8,31
2042,2013-09-01,11.238775510204082,24.67755102040816,0.11250000000000003,2013,9,1
2043,2013-09-02,10.906122448979591,24.44285714285715,0.4346938775510204,2013,9,2
2044,2013-09-03,10.848979591836738,24.332653061224484,0.32083333333333325,2013,9,3
2045,2013-09-04,11.36734693877551,23.8265306122449,1.7877551020408164,2013,9,4
2046,2013-09-05,11.934693877551021,23.093877551020412,0.6408163265306124,2013,9,5
2047,2013-09-06,10.973469387755102,21.710204081632654,0.5183673469387756,2013,9,6
2048,2013-09-07,10.769387755102045,22.98775510204082,1.5021276595744684,2013,9,7
2049,2013-09-08,10.177551020408163,21.67755102040817,1.5510638297872341,2013,9,8
2050,2013-09-09,11.50612244897959,24.393877551020402,0.5510204081632653,2013,9,9
2051,2013-09-10,12.616326530612243,22.691666666666666,0.7333333333333334,2013,9,10
2052,2013-09-11,10.093749999999998,21.338775510204083,2.26734693877551,2013,9,11
2053,2013-09-12,9.416326530612244,20.516326530612247,2.6244897959183673,2013,9,12
2054,2013-09-13,8.477551020408162,19.410204081632656,1.5833333333333333,2013,9,13
2055,2013-09-14,10.704081632653063,21.15510204081633,4.866666666666666,2013,9,14
2056,2013-09-15,10.493877551020407,21.68571428571428,3.370212765957447,2013,9,15
2057,2013-09-16,11.84285714285714,19.324489795918367,2.2291666666666665,2013,9,16
2058,2013-09-17,12.03265306122449,20.640816326530615,18.34583333333333,2013,9,17
2059,2013-09-18,11.887755102040819,21.214285714285715,2.83404255319149,2013,9,18
2060,2013-09-19,10.628571428571428,21.061224489795922,3.0782608695652174,2013,9,19
2061,2013-09-20,9.822448979591838,20.90816326530612,1.4723404255319152,2013,9,20
2062,2013-09-21,8.04285714285714,22.267346938775518,0.85,2013,9,21
2063,2013-09-22,10.018367346938774,22.63061224489795,1.5022222222222221,2013,9,22
2064,2013-09-23,11.2734693877551,25.610204081632645,2.1437500000000003,2013,9,23
2065,2013-09-24,13.593877551020404,25.848979591836738,0.54375,2013,9,24
2066,2013-09-25,13.056249999999999,25.426530612244886,0.6212765957446807,2013,9,25
2067,2013-09-26,11.842857142857147,22.863265306122447,3.5959183673469384,2013,9,26
2068,2013-09-27,8.446938775510203,22.855102040816334,1.1387755102040815,2013,9,27
2069,2013-09-28,9.814285714285713,22.797959183673466,0.9217391304347827,2013,9,28
2070,2013-09-29,9.818367346938777,23.68333333333334,0.8395833333333332,2013,9,29
2071,2013-09-30,11.987499999999999,25.444897959183663,1.7625,2013,9,30
2072,2013-10-01,12.593877551020402,23.040816326530617,3.0124999999999997,2013,10,1
2073,2013-10-02,9.867346938775507,22.475510204081637,1.4102040816326535,2013,10,2
2074,2013-10-03,10.66122448979592,20.989795918367353,2.4571428571428573,2013,10,3
2075,2013-10-04,8.306122448979593,22.08163265306122,0.8624999999999999,2013,10,4
2076,2013-10-05,10.253061224489793,25.70408163265305,0.3869565217391303,2013,10,5
2077,2013-10-06,10.906122448979591,25.0204081632653,0.33913043478260874,2013,10,6
2078,2013-10-07,10.320408163265306,23.21224489795918,0.5265306122448979,2013,10,7
2079,2013-10-08,10.885714285714286,23.94081632653061,0.20408163265306123,2013,10,8
2080,2013-10-09,10.883673469387753,27.132653061224495,1.0897959183673471,2013,10,9
